id,postcode,locality,long,lat,dc,show
11182,6434,CUNDEELEE,125.672818,-30.820157,KALGOORLIE DC,0
11183,6434,FORREST,125.672818,-30.820157,KALGOORLIE DC,0
11184,6434,PARKESTON,125.672818,-30.820157,KALGOORLIE DC,0
10897,6434,RAWLINNA,125.672818,-30.820157,KALGOORLIE DC,0
10898,6434,ZANTHUS,125.672818,-30.820157,KALGOORLIE DC,0
10899,6435,AGNEW,120.44875,-28.219307,WA Country,0
10900,6436,MENZIES,124.856838,-29.602251,MENZIES CPA,0
10901,6436,ULARRING,124.856838,-29.602251,MENZIES CPA,0
10902,6437,LEINSTER,120.529798,-27.68439,LEINSTER LPO,0
10903,6437,SIR SAMUEL,120.529798,-27.68439,WA Country,0
10904,6438,LAKE DARLOT,121.092655,-28.900034,LEONORA LPO,0
10905,6438,LEONORA,121.092655,-28.900034,LEONORA LPO,0
10906,6440,BANDYA,125.733157,-26.168944,LAVERTON LPO,0
10907,6440,BEADELL,125.733157,-26.168944,LAVERTON LPO,0
10908,6440,BURTVILLE,125.733157,-26.168944,WA Country,0
10909,6440,COSMO NEWBERY,125.733157,-26.168944,LAVERTON LPO,0
10910,6440,LAKE WELLS,125.733157,-26.168944,LAVERTON LPO,0
10911,6440,LAVERTON,125.733157,-26.168944,LAVERTON LPO,0
10912,6440,NEALE,125.733157,-26.168944,LAVERTON LPO,0
10913,6442,KAMBALDA,121.997641,-31.318648,KAMBALDA LPO,0
21787,6442,KAMBALDA EAST,121.705013,-31.21099611,WA Country,0
21788,6442,KAMBALDA WEST,121.5795589,-31.19518028,WA Country,0
10914,6443,BALLADONIA,123.744186,-32.39502,NORSEMAN LPO,0
10915,6443,CAIGUNA,123.744186,-32.39502,NORSEMAN LPO,0
10916,6443,COCKLEBIDDY,123.744186,-32.39502,NORSEMAN LPO,0
10917,6443,DUNDAS,123.744186,-32.39502,NORSEMAN LPO,0
10918,6443,EUCLA,123.744186,-32.39502,NORSEMAN LPO,0
10919,6443,FRASER RANGE,123.744186,-32.39502,NORSEMAN LPO,0
10920,6443,HIGGINSVILLE,123.744186,-32.39502,NORSEMAN LPO,0
10921,6443,MADURA,123.744186,-32.39502,NORSEMAN LPO,0
10922,6443,MUNDRABILLA,123.744186,-32.39502,NORSEMAN LPO,0
10923,6443,NORSEMAN,123.744186,-32.39502,NORSEMAN LPO,0
10924,6443,WIDGIEMOOLTHA,123.744186,-32.39502,NORSEMAN LPO,0
10925,6445,NORTH CASCADE,121.638735,-32.981696,ESPERANCE POST SHOP,0
10926,6445,SALMON GUMS,121.638735,-32.981696,ESPERANCE POST SHOP,0
10927,6446,GRASS PATCH,121.682321,-33.223445,ESPERANCE POST SHOP,0
10928,6447,LORT RIVER,121.732214,-33.451323,ESPERANCE POST SHOP,0
10929,6447,MOUNT NEY,121.732214,-33.451323,ESPERANCE POST SHOP,0
10930,6447,SCADDAN,121.732214,-33.451323,ESPERANCE POST SHOP,0
10931,6447,WITTENOOM HILLS,121.732214,-33.451323,ESPERANCE POST SHOP,0
10932,6448,GIBSON,121.798896,-33.650554,ESPERANCE POST SHOP,0
10933,6450,BANDY CREEK,122.211127,-33.401152,ESPERANCE POST SHOP,0
10934,6450,BEAUMONT,122.211127,-33.401152,ESPERANCE POST SHOP,0
10935,6450,BOYATUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10936,6450,CAPE LE GRAND,122.211127,-33.401152,ESPERANCE POST SHOP,0
10937,6450,CASCADE,122.211127,-33.401152,ESPERANCE POST SHOP,0
10938,6450,CASTLETOWN,122.211127,-33.401152,ESPERANCE POST SHOP,0
10939,6450,CHADWICK,122.211127,-33.401152,ESPERANCE POST SHOP,0
10940,6450,CONDINGUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10941,6450,COOMALBIDGUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10942,6450,DALYUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10943,6450,EAST MUNGLINUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10944,6450,ESPERANCE,122.211127,-33.401152,ESPERANCE POST SHOP,0
10945,6450,HOWICK,122.211127,-33.401152,ESPERANCE POST SHOP,0
10946,6450,MERIVALE,122.211127,-33.401152,ESPERANCE POST SHOP,0
10947,6450,MONJINGUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10948,6450,MUNGLINUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10949,6450,MYRUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10950,6450,NERIDUP,122.211127,-33.401152,ESPERANCE POST SHOP,0
10951,6450,NULSEN,122.211127,-33.401152,ESPERANCE POST SHOP,0
10952,6450,PINK LAKE,122.211127,-33.401152,ESPERANCE POST SHOP,0
10953,6450,SINCLAIR,122.211127,-33.401152,ESPERANCE POST SHOP,0
10954,6450,WEST BEACH,122.211127,-33.401152,ESPERANCE POST SHOP,0
10955,6450,WINDABOUT,122.211127,-33.401152,ESPERANCE POST SHOP,0
10956,6452,BURAMINYA,122.895,-32.91833,ESPERANCE POST SHOP,0
10957,6452,CAPE ARID,122.895,-32.91833,ESPERANCE POST SHOP,0
10958,6452,ISRAELITE BAY,122.895,-32.91833,ESPERANCE POST SHOP,0
10959,6460,GOOMALLING,116.779032,-31.266649,GOOMALLING LPO,0
10960,6460,HULONGINE,116.779032,-31.266649,GOOMALLING LPO,0
10961,6460,KARRANADGIN,116.779032,-31.266649,GOOMALLING LPO,0
10962,6460,UCARTY WEST,116.779032,-31.266649,GOOMALLING LPO,0
10963,6460,WALYORMOURING,116.779032,-31.266649,GOOMALLING LPO,0
10964,6461,DOWERIN,117.083327,-31.140717,DOWERIN LPO,0
10965,6461,KOOMBERKINE,117.083327,-31.140717,DOWERIN LPO,0
10966,6462,HINDMARSH,117.204349,-31.125288,DOWERIN LPO,0
10967,6462,MINNIVALE,117.204349,-31.125288,DOWERIN LPO,0
10968,6462,UCARTY,117.204349,-31.125288,DOWERIN LPO,0
10969,6463,BENJABERRING,117.249295,-31.126499,WYALKATCHEM LPO,0
10970,6465,MANMANNING,117.071157,-30.859977,NORTHAM POST SHOP,0
10971,6466,CADOUX,117.100375,-30.719092,NORTHAM POST SHOP,0
10972,6467,BURAKIN,117.153374,-30.561306,NORTHAM POST SHOP,0
10973,6468,GOODLANDS,117.144456,-30.214559,KALANNIE LPO,0
10974,6468,KALANNIE,117.144456,-30.214559,KALANNIE LPO,0
10975,6468,PETRUDOR,117.144456,-30.214559,KALANNIE LPO,0
10976,6470,KULJA,117.287007,-30.466429,NORTHAM POST SHOP,0
10977,6472,BEACON,117.789878,-30.261439,BEACON LPO,0
10978,6472,BIMBIJY,117.789878,-30.261439,BEACON LPO,0
10979,6472,CLEARY,117.789878,-30.261439,BEACON LPO,0
10980,6472,KARROUN HILL,117.789878,-30.261439,BEACON LPO,0
10981,6472,MOUROUBRA,117.789878,-30.261439,BEACON LPO,0
10982,6472,REMLAP,117.789878,-30.261439,BEACON LPO,0
21789,6472,TAMPU,117.8045997,-30.19419562,WA Country,0
10983,6473,NORTH WIALKI,118.13352,-30.488998,MUKINBUDIN LPO,0
10984,6473,WIALKI,118.13352,-30.488998,MUKINBUDIN LPO,0
10985,6475,BADGERIN ROCK,117.440487,-30.613981,KOORDA LPO,0
10986,6475,BOORALAMING,117.440487,-30.613981,KOORDA LPO,0
10987,6475,DUKIN,117.440487,-30.613981,KOORDA LPO,0
10988,6475,KOORDA,117.440487,-30.613981,KOORDA LPO,0
10989,6475,LAKE MARGARETTE,117.440487,-30.613981,KOORDA LPO,0
10990,6475,MOLLERIN,117.440487,-30.613981,KOORDA LPO,0
10991,6475,NEWCARLBEON,117.440487,-30.613981,KOORDA LPO,0
10992,6476,GABBIN,117.679166,-30.764934,BENCUBBIN LPO,0
10993,6477,BENCUBBIN,117.93876,-30.775956,BENCUBBIN LPO,0
10994,6477,WELBUNGIN,117.93876,-30.775956,BENCUBBIN LPO,0
10995,6479,BARBALIN,118.448501,-30.748419,MUKINBUDIN LPO,0
10996,6479,BONNIE ROCK,118.448501,-30.748419,MUKINBUDIN LPO,0
10997,6479,DANDANNING,118.448501,-30.748419,MUKINBUDIN LPO,0
21790,6479,ELACHBUTTING,118.6164891,-30.60390211,WA Country,0
10998,6479,KARLONING,118.448501,-30.748419,MUKINBUDIN LPO,0
10999,6479,LAKE BROWN,118.448501,-30.748419,MUKINBUDIN LPO,0
11000,6479,MANGOWINE,118.448501,-30.748419,WA Country,0
11001,6479,MUKINBUDIN,118.448501,-30.748419,MUKINBUDIN LPO,0
11002,6479,WATTONING,118.448501,-30.748419,MUKINBUDIN LPO,0
11003,6479,WILGOYNE,118.448501,-30.748419,MUKINBUDIN LPO,0
11004,6480,NUKARNI,118.22061,-31.290084,MERREDIN POST SHOP,0
11005,6484,BULLFINCH,119.078912,-30.960681,SOUTHERN CROSS LPO,0
11006,6484,ENNUIN,119.078912,-30.960681,SOUTHERN CROSS LPO,0
11007,6484,LAKE DEBORAH,119.078912,-30.960681,SOUTHERN CROSS LPO,0
11008,6485,COWCOWING,117.381055,-31.184717,WYALKATCHEM LPO,0
11009,6485,KORRELOCKING,117.381055,-31.184717,WYALKATCHEM LPO,0
11010,6485,NALKAIN,117.381055,-31.184717,WYALKATCHEM LPO,0
11011,6485,NEMBUDDING,117.381055,-31.184717,WYALKATCHEM LPO,0
11012,6485,WYALKATCHEM,117.381055,-31.184717,WYALKATCHEM LPO,0
11013,6487,NORTH YELBENI,117.660055,-31.168259,MERREDIN POST SHOP,0
11014,6487,SOUTH YELBENI,117.660055,-31.168259,MERREDIN POST SHOP,0
11015,6487,YELBENI,117.660055,-31.168259,MERREDIN POST SHOP,0
11016,6488,NORTH TRAYNING,117.735836,-31.127571,MERREDIN POST SHOP,0
11017,6488,SOUTH TRAYNING,117.735836,-31.127571,MERREDIN POST SHOP,0
11018,6488,TRAYNING,117.735836,-31.127571,MERREDIN POST SHOP,0
11019,6489,KUNUNOPPIN,117.945624,-31.12327,MERREDIN POST SHOP,0
11020,6489,NORTH KUNUNOPPIN,117.945624,-31.12327,MERREDIN POST SHOP,0
11021,6489,SOUTH KUNUNOPPIN,117.945624,-31.12327,MERREDIN POST SHOP,0
11022,6490,BURRAN ROCK,118.107061,-31.161835,MERREDIN POST SHOP,0
11023,6490,CHANDLER,118.107061,-31.161835,MERREDIN POST SHOP,0
11024,6490,ELABBIN,118.107061,-31.161835,MERREDIN POST SHOP,0
11025,6490,KWELKAN,118.107061,-31.161835,MERREDIN POST SHOP,0
11026,6490,NUNGARIN,118.107061,-31.161835,MERREDIN POST SHOP,0
11027,6490,TALGOMINE,118.107061,-31.161835,MERREDIN POST SHOP,0
11028,6501,MUCHEA,115.945497,-31.541813,MUCHEA LPO,0
11029,6502,BINDOON,116.184272,-31.297561,BINDOON LPO,0
11030,6502,BINDOON TRAINING AREA,116.184272,-31.297561,BINDOON LPO,0
11031,6503,BAMBUN,115.82111,-31.237406,GINGIN LPO,0
11032,6503,BEERMULLAH,115.82111,-31.237406,GINGIN LPO,0
11033,6503,BOONANARRING,115.82111,-31.237406,GINGIN LPO,0
11034,6503,BREERA,115.82111,-31.237406,GINGIN LPO,0
11035,6503,COONABIDGEE,115.82111,-31.237406,GINGIN LPO,0
11036,6503,COWALLA,115.82111,-31.237406,GINGIN LPO,0
11037,6503,CULLALLA,115.82111,-31.237406,GINGIN LPO,0
11038,6503,GINGIN,115.82111,-31.237406,GINGIN LPO,0
11039,6503,GINGINUP,115.82111,-31.237406,GINGIN LPO,0
11040,6503,GRANVILLE,115.82111,-31.237406,GINGIN LPO,0
11041,6503,LENNARD BROOK,115.82111,-31.237406,GINGIN LPO,0
10751,6503,MINDARRA,115.82111,-31.237406,GINGIN LPO,0
10752,6503,MOONDAH,115.82111,-31.237406,GINGIN LPO,0
10753,6503,MOORE RIVER NATIONAL PARK,115.82111,-31.237406,GINGIN LPO,0
10754,6503,MUCKENBURRA,115.82111,-31.237406,GINGIN LPO,0
10755,6503,NEERGABBY,115.82111,-31.237406,GINGIN LPO,0
10756,6503,ORANGE SPRINGS,115.82111,-31.237406,GINGIN LPO,0
10757,6503,RED GULLY,115.82111,-31.237406,GINGIN LPO,0
10758,6503,WANERIE,115.82111,-31.237406,GINGIN LPO,0
10759,6503,YEAL,115.82111,-31.237406,GINGIN LPO,0
10760,6504,MOOLIABEENEE,116.042298,-31.310791,BINDOON LPO,0
10761,6505,WANNAMAL,116.104431,-31.161423,WANNAMAL CPA,0
10762,6506,MOGUMBER,116.110277,-31.070282,MOGUMBER CPA,0
10763,6507,CATABY,115.718713,-30.72155,DANDARAGAN LPO,0
10764,6507,COOLJARLOO,115.718713,-30.72155,DANDARAGAN LPO,0
10765,6507,DANDARAGAN,115.718713,-30.72155,DANDARAGAN LPO,0
10766,6507,MIMEGARRA,115.718713,-30.72155,DANDARAGAN LPO,0
10767,6507,REGANS FORD,115.718713,-30.72155,DANDARAGAN LPO,0
10768,6507,YATHROO,115.718713,-30.72155,DANDARAGAN LPO,0
10769,6509,GLENTROMIE,116.252618,-30.912266,NEW NORCIA LPO,0
10770,6509,NEW NORCIA,116.252618,-30.912266,NEW NORCIA LPO,0
10771,6509,WADDINGTON,116.252618,-30.912266,NEW NORCIA LPO,0
10772,6509,YARAWINDAH,116.252618,-30.912266,NEW NORCIA LPO,0
10773,6510,BARBERTON,116.090272,-30.701145,MOORA LPO,0
10774,6510,BERKSHIRE VALLEY,116.090272,-30.701145,MOORA LPO,0
10775,6510,GILLINGARRA,116.090272,-30.701145,MOORA LPO,0
10776,6510,KOOJAN,116.090272,-30.701145,MOORA LPO,0
10777,6510,MOORA,116.090272,-30.701145,MOORA LPO,0
10778,6510,WALEBING,116.090272,-30.701145,MOORA LPO,0
10779,6511,CERVANTES,115.250201,-30.568116,MOORA LPO,0
10780,6512,COOMBERDALE,116.070173,-30.446675,MOORA LPO,0
10781,6512,NAMBAN,116.070173,-30.446675,MOORA LPO,0
10782,6513,GUNYIDI,116.060619,-30.27368,WATHEROO LPO,0
10783,6513,WATHEROO,116.060619,-30.27368,WATHEROO LPO,0
10784,6514,GREEN HEAD,115.087155,-30.027371,LEEMAN LPO,0
10785,6514,LEEMAN,115.087155,-30.027371,LEEMAN LPO,0
10786,6515,COOROW,115.856422,-29.967278,COOROW LPO,0
10787,6515,EGANU,115.856422,-29.967278,COOROW LPO,0
10788,6515,MARCHAGEE,115.856422,-29.967278,COOROW LPO,0
10789,6515,WADDY FOREST,115.856422,-29.967278,COOROW LPO,0
10790,6516,JURIEN BAY,115.20926,-30.22554,JURIEN LPO,0
10791,6517,CARNAMAH,115.839422,-29.740667,CARNAMAH LPO,0
10792,6517,WINCHESTER,115.839422,-29.740667,WA Country,0
10793,6518,ENEABBA,115.180736,-29.774917,ENEABBA LPO,0
10794,6518,WARRADARGE,115.180736,-29.774917,ENEABBA LPO,0
10795,6519,ARRINO,115.597715,-29.514304,THREE SPRINGS LPO,0
10796,6519,ARROWSMITH EAST,115.597715,-29.514304,THREE SPRINGS LPO,0
10797,6519,DUDAWA,115.597715,-29.514304,THREE SPRINGS LPO,0
10798,6519,KADATHINNI,115.597715,-29.514304,THREE SPRINGS LPO,0
10799,6519,THREE SPRINGS,115.597715,-29.514304,THREE SPRINGS LPO,0
10800,6519,WOMARDEN,115.597715,-29.514304,THREE SPRINGS LPO,0
10801,6521,BADGINGARRA,115.640925,-30.348514,BADGINGARRA LPO,0
10802,6521,BOOTHENDARRA,115.640925,-30.348514,BADGINGARRA LPO,0
10803,6521,GREY,115.640925,-30.348514,BADGINGARRA LPO,0
10804,6521,HILL RIVER,115.640925,-30.348514,BADGINGARRA LPO,0
10805,6521,NAMBUNG,115.640925,-30.348514,BADGINGARRA LPO,0
10806,6522,BUNDANOON,115.485567,-29.139369,MINGENEW LPO,0
10807,6522,HOLMWOOD,115.485567,-29.139369,MINGENEW LPO,0
10808,6522,IKEWA,115.485567,-29.139369,MINGENEW LPO,0
10809,6522,LOCKIER,115.485567,-29.139369,MINGENEW LPO,0
10810,6522,MINGENEW,115.485567,-29.139369,MINGENEW LPO,0
10811,6522,MOORIARY,115.485567,-29.139369,MINGENEW LPO,0
10812,6522,MOUNT BUDD,115.485567,-29.139369,MINGENEW LPO,0
10813,6522,NANGETTY,115.485567,-29.139369,MINGENEW LPO,0
10814,6522,YANDANOOKA,115.485567,-29.139369,MINGENEW LPO,0
10815,6522,YARRAGADEE,115.485567,-29.139369,MINGENEW LPO,0
10816,6525,ALLANOOKA,115.098073,-29.327323,DONGARA LPO,0
10817,6525,ARROWSMITH,115.098073,-29.327323,DONGARA LPO,0
10818,6525,BONNIEFIELD,115.098073,-29.327323,DONGARA LPO,0
10819,6525,BOOKARA,115.098073,-29.327323,DONGARA LPO,0
10820,6525,DONGARA,115.098073,-29.327323,DONGARA LPO,0
10821,6525,IRWIN,115.098073,-29.327323,DONGARA LPO,0
10822,6525,MILO,115.098073,-29.327323,DONGARA LPO,0
10823,6525,MOUNT ADAMS,115.098073,-29.327323,DONGARA LPO,0
10824,6525,MOUNT HORNER,115.098073,-29.327323,DONGARA LPO,0
10825,6525,PORT DENISON,115.098073,-29.327323,DONGARA LPO,0
10826,6525,SPRINGFIELD,115.098073,-29.327323,DONGARA LPO,0
10827,6525,YARDARINO,115.098073,-29.327323,DONGARA LPO,0
10828,6528,MOUNT HILL,114.815184,-28.985892,WALKAWAY LPO,0
10829,6528,SOUTH GREENOUGH,114.815184,-28.985892,WALKAWAY LPO,0
10830,6528,WALKAWAY,114.815184,-28.985892,WALKAWAY LPO,0
10831,6530,BEACHLANDS,114.862505,-28.802491,GERALDTON DC,0
10832,6530,BERESFORD,114.862505,-28.802491,GERALDTON DC,0
10833,6530,BLUFF POINT,114.862505,-28.802491,GERALDTON DC,0
10834,6530,GERALDTON,114.862505,-28.802491,GERALDTON DC,0
10835,6530,GERALDTON DC,114.862505,-28.802491,Geraldton,0
21791,6530,HOUTMAN ABROLHOS,113.8109811,-28.65948986,Geraldton,0
10836,6530,KARLOO,114.862505,-28.802491,GERALDTON DC,0
10837,6530,MAHOMETS FLATS,114.862505,-28.802491,GERALDTON DC,0
10838,6530,MERU,114.862505,-28.802491,GERALDTON DC,0
10839,6530,MORESBY,114.862505,-28.802491,GERALDTON DC,0
10840,6530,MOUNT TARCOOLA,114.862505,-28.802491,GERALDTON DC,0
10841,6530,RANGEWAY,114.862505,-28.802491,GERALDTON DC,0
10842,6530,SPALDING,114.862505,-28.802491,GERALDTON DC,0
10843,6530,STRATHALBYN,114.862505,-28.802491,GERALDTON DC,0
10844,6530,SUNSET BEACH,114.862505,-28.802491,GERALDTON DC,0
10845,6530,TARCOOLA BEACH,114.862505,-28.802491,GERALDTON DC,0
10846,6530,UTAKARRA,114.862505,-28.802491,GERALDTON DC,0
10847,6530,WAGGRAKINE,114.862505,-28.802491,GERALDTON DC,0
10848,6530,WANDINA,114.862505,-28.802491,GERALDTON DC,0
10849,6530,WEBBERTON,114.862505,-28.802491,GERALDTON DC,0
10850,6530,WEST END,114.862505,-28.802491,GERALDTON DC,0
10851,6530,WONTHELLA,114.862505,-28.802491,GERALDTON DC,0
10852,6530,WOORREE,114.862505,-28.802491,GERALDTON DC,0
10853,6531,GERALDTON,115.740693,-32.278396,GERALDTON DC,0
22840,6531,GERALDTON PO,0,0,,0
10854,6532,AJANA,115.004595,-28.440886,GERALDTON DC,0
10855,6532,BINNU,115.004595,-28.440886,GERALDTON DC,0
10856,6532,BOOTENAL,115.004595,-28.440886,GERALDTON DC,0
10857,6532,BRINGO,115.004595,-28.440886,GERALDTON DC,0
10858,6532,BULLER,115.004595,-28.440886,GERALDTON DC,0
10859,6532,BURMA ROAD,115.004595,-28.440886,GERALDTON DC,0
10860,6532,CAPE BURNEY,115.004595,-28.440886,GERALDTON DC,0
10861,6532,CARRARANG,115.004595,-28.440886,GERALDTON DC,0
10862,6532,COBURN,115.004595,-28.440886,GERALDTON DC,0
10863,6532,COOLCALALAYA,115.004595,-28.440886,GERALDTON DC,0
10864,6532,DARTMOOR,115.004595,-28.440886,GERALDTON DC,0
10865,6532,DEEPDALE,115.004595,-28.440886,GERALDTON DC,0
10866,6532,DINDILOA,115.004595,-28.440886,GERALDTON DC,0
10867,6532,DRUMMOND COVE,115.004595,-28.440886,GERALDTON DC,0
10868,6532,DURAWAH,115.004595,-28.440886,GERALDTON DC,0
10869,6532,EAST CHAPMAN,115.004595,-28.440886,GERALDTON DC,0
10870,6532,EAST NABAWA,115.004595,-28.440886,GERALDTON DC,0
10871,6532,EAST YUNA,115.004595,-28.440886,GERALDTON DC,0
10872,6532,ELLENDALE,115.004595,-28.440886,GERALDTON DC,0
10873,6532,ERADU,115.004595,-28.440886,GERALDTON DC,0
10874,6532,ERADU SOUTH,115.004595,-28.440886,GERALDTON DC,0
10875,6532,EURARDY,115.004595,-28.440886,GERALDTON DC,0
10876,6532,GEORGINA,115.004595,-28.440886,GERALDTON DC,0
10877,6532,GLENFIELD,115.004595,-28.440886,GERALDTON DC,0
10878,6532,GREENOUGH,115.004595,-28.440886,GERALDTON DC,0
10879,6532,HAMELIN POOL,115.004595,-28.440886,GERALDTON DC,0
10880,6532,HICKETY,115.004595,-28.440886,GERALDTON DC,0
10881,6532,HOWATHARRA,115.004595,-28.440886,GERALDTON DC,0
10882,6532,KOJARENA,115.004595,-28.440886,GERALDTON DC,0
10883,6532,MARRAH,115.004595,-28.440886,GERALDTON DC,0
10884,6532,MEADOW,115.004595,-28.440886,GERALDTON DC,0
10885,6532,MINNENOOKA,115.004595,-28.440886,GERALDTON DC,0
10886,6532,MOONYOONOOKA,115.004595,-28.440886,GERALDTON DC,0
10887,6532,MOUNT ERIN,115.004595,-28.440886,GERALDTON DC,0
10888,6532,NABAWA,115.004595,-28.440886,GERALDTON DC,0
10889,6532,NANSON,115.004595,-28.440886,GERALDTON DC,0
10890,6532,NARALING,115.004595,-28.440886,GERALDTON DC,0
10891,6532,NARNGULU,115.004595,-28.440886,GERALDTON DC,0
10892,6532,NARRA TARRA,115.004595,-28.440886,GERALDTON DC,0
10893,6532,NERREN NERREN,115.004595,-28.440886,GERALDTON DC,0
10894,6532,NOLBA,115.004595,-28.440886,GERALDTON DC,0
10895,6532,NORTH ERADU,115.004595,-28.440886,GERALDTON DC,0
10896,6532,NORTHERN GULLY,115.004595,-28.440886,GERALDTON DC,0
10605,6532,OAKAJEE,115.004595,-28.440886,GERALDTON DC,0
10606,6532,ROCKWELL,115.004595,-28.440886,GERALDTON DC,0
10607,6532,RUDDS GULLY,115.004595,-28.440886,GERALDTON DC,0
10608,6532,SANDSPRINGS,115.004595,-28.440886,GERALDTON DC,0
10609,6532,SOUTH YUNA,115.004595,-28.440886,GERALDTON DC,0
10610,6532,TAMALA,115.004595,-28.440886,GERALDTON DC,0
10611,6532,TIBRADDEN,115.004595,-28.440886,GERALDTON DC,0
10612,6532,TOOLONGA,115.004595,-28.440886,GERALDTON DC,0
10613,6532,VALENTINE,115.004595,-28.440886,GERALDTON DC,0
10614,6532,WANDANA,115.004595,-28.440886,GERALDTON DC,0
10615,6532,WEST BINNU,115.004595,-28.440886,GERALDTON DC,0
10616,6532,WHITE PEAK,115.004595,-28.440886,GERALDTON DC,0
10617,6532,WICHERINA,115.004595,-28.440886,GERALDTON DC,0
10618,6532,WICHERINA SOUTH,115.004595,-28.440886,GERALDTON DC,0
10619,6532,YETNA,115.004595,-28.440886,GERALDTON DC,0
10620,6532,YUNA,115.004595,-28.440886,GERALDTON DC,0
10621,6535,ALMA,114.852437,-27.832196,NORTHAMPTON LPO,0
10622,6535,BOWES,114.852437,-27.832196,NORTHAMPTON LPO,0
10623,6535,EAST BOWES,114.852437,-27.832196,NORTHAMPTON LPO,0
10624,6535,GREGORY,114.852437,-27.832196,NORTHAMPTON LPO,0
10625,6535,HORROCKS,114.852437,-27.832196,NORTHAMPTON LPO,0
10626,6535,ISSEKA,114.852437,-27.832196,NORTHAMPTON LPO,0
10627,6535,NORTHAMPTON,114.852437,-27.832196,NORTHAMPTON LPO,0
10628,6535,OGILVIE,114.852437,-27.832196,NORTHAMPTON LPO,0
10629,6535,SANDY GULLY,114.852437,-27.832196,NORTHAMPTON LPO,0
10630,6535,YALLABATHARRA,114.852437,-27.832196,NORTHAMPTON LPO,0
10631,6536,KALBARRI,114.379678,-27.541838,KALBARRI LPO,0
10632,6536,KALBARRI NATIONAL PARK,114.379678,-27.541838,KALBARRI LPO,0
10633,6536,ZUYTDORP,114.379678,-27.541838,KALBARRI LPO,0
10634,6537,DENHAM,114.627287,-26.904889,DENHAM LPO,0
10635,6537,DIRK HARTOG,114.627287,-26.904889,DENHAM LPO,0
21792,6537,DIRK HARTOG ISLAND,113.0535618,-25.79287911,WA Country,0
10636,6537,FRANCOIS PERON NATIONAL PARK,114.627287,-26.904889,DENHAM LPO,0
10637,6537,MONKEY MIA,114.627287,-26.904889,DENHAM LPO,0
10638,6537,NANGA,114.627287,-26.904889,DENHAM LPO,0
10639,6537,SHARK BAY,114.627287,-26.904889,DENHAM LPO,0
10640,6537,USELESS LOOP,114.627287,-26.904889,DENHAM LPO,0
10641,6556,BEECHINA,116.310249,-31.860591,CHIDLOW LPO,0
10642,6556,CHIDLOW,116.310249,-31.860591,CHIDLOW LPO,0
10643,6556,GORRIE,116.310249,-31.860591,CHIDLOW LPO,0
10644,6556,MALMALLING,116.310249,-31.860591,CHIDLOW LPO,0
10645,6556,THE LAKES,116.310249,-31.860591,CHIDLOW LPO,0
10646,6558,WOOROLOO,116.313391,-31.771446,WOOROLOO LPO,0
10647,6560,WUNDOWIE,116.428564,-31.817666,WUNDOWIE LPO,0
10648,6562,BAKERS HILL,116.473434,-31.746189,BAKERS HILL LPO,0
10649,6562,COPLEY,116.473434,-31.746189,BAKERS HILL LPO,0
10650,6562,WOOTTATING,116.473434,-31.746189,BAKERS HILL LPO,0
10651,6564,CLACKLINE,116.538966,-31.726613,CLACKLINE CPA,0
10652,6566,BEJOORDING,116.38064,-31.484853,TOODYAY LPO,0
10653,6566,CARANI,116.38064,-31.484853,TOODYAY LPO,0
10654,6566,COONDLE,116.38064,-31.484853,TOODYAY LPO,0
10655,6566,CULHAM,116.38064,-31.484853,TOODYAY LPO,0
10656,6566,DUMBARTON,116.38064,-31.484853,TOODYAY LPO,0
10657,6566,HODDYS WELL,116.38064,-31.484853,TOODYAY LPO,0
10658,6566,KATRINE,116.38064,-31.484853,TOODYAY LPO,0
10659,6566,NUNILE,116.38064,-31.484853,TOODYAY LPO,0
10660,6566,TOODYAY,116.38064,-31.484853,TOODYAY LPO,0
10661,6566,WEST TOODYAY,116.38064,-31.484853,TOODYAY LPO,0
10662,6567,DEWARS POOL,116.419958,-31.459208,TOODYAY LPO,0
10663,6567,JULIMAR,116.419958,-31.459208,TOODYAY LPO,0
10664,6567,MOONDYNE,116.419958,-31.459208,TOODYAY LPO,0
10665,6568,BOLGART,116.537461,-31.246581,TOODYAY LPO,0
10666,6568,WATTENING,116.537461,-31.246581,TOODYAY LPO,0
10667,6568,WYENING,116.537461,-31.246581,TOODYAY LPO,0
10668,6569,CALINGIRI,116.452845,-31.085084,TOODYAY LPO,0
21793,6569,CARANI,116.4690697,-30.99756927,WA Country,0
10669,6569,OLD PLAINS,116.452845,-31.085084,TOODYAY LPO,0
10670,6571,YERECOIN,116.396621,-30.940448,TOODYAY LPO,0
10671,6572,PIAWANING,116.396304,-30.804675,WA Country,0
10672,6574,BINDI BINDI,116.425241,-30.650914,MOORA LPO,0
10673,6574,GABALONG,116.425241,-30.650914,MOORA LPO,0
10674,6575,MILING,116.424426,-30.410873,MOORA LPO,0
10675,6603,KONNONGORRING,116.725982,-30.874243,WONGAN HILLS LPO,0
